Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Rory McIlroy,64.0,55.79,2018,319.7,66.3,28.46,62.97,69.303,"1,154",1.0,5.0,0.06,1.412,0.7609999999999999,0.26899999999999996,0.322,"$4,410,296"
Dominic Bozzelli,65.0,55.69,2018,297.0,60.94,28.18,58.86,71.179,190,,,0.308,-0.055,-0.244,-0.252,0.133,"$391,634"
Patton Kizzire,92.0,55.59,2018,298.7,69.04,29.53,55.24,70.84100000000001,"1,386",2.0,4.0,0.03,-0.033,-0.294,0.381,-0.15,"$3,541,151"
Matt Every,79.0,55.5,2018,294.2,64.59,29.24,52.51,72.044,113,,1.0,-0.364,-1.139,-0.43700000000000006,-0.024,-0.314,"$299,162"
Cody Gribble,71.0,55.45,2018,301.0,62.48,28.88,53.3,72.112,141,,,0.201,-0.8190000000000001,-0.212,-0.696,-0.111,"$302,593"
Wesley Bryan,69.0,55.41,2018,280.4,61.28,28.1,60.17,71.55199999999999,219,,,0.36,-0.45399999999999996,-1.443,0.222,0.40700000000000003,"$498,166"
Lanto Griffin,80.0,55.27,2018,302.5,67.42,29.42,55.76,71.145,175,,,-0.096,-0.268,-0.046,-0.043,-0.084,"$358,380"
Retief Goosen,60.0,55.22,2018,296.2,61.75,29.12,56.98,71.40899999999999,261,,1.0,-0.41100000000000003,-0.49700000000000005,-0.392,0.389,-0.083,"$545,364"
Seamus Power,86.0,55.19,2018,302.6,65.17,28.68,63.8,70.869,377,,2.0,0.498,0.17800000000000002,0.076,-0.392,-0.003,"$791,018"
Charl Schwartzel,65.0,55.19,2018,299.5,61.11,28.74,57.88,71.34899999999999,528,,3.0,0.081,-0.195,-0.035,-0.168,-0.073,"$1,710,179"
Patrick Reed,94.0,55.11,2018,298.1,63.57,28.33,62.94,70.10600000000001,"1,555",1.0,7.0,0.16399999999999998,0.9470000000000001,0.051,0.187,0.545,"$5,006,267"
Tony Finau,105.0,55.09,2018,315.1,70.18,29.03,57.22,69.52,"1,509",,8.0,0.23199999999999998,1.435,0.48100000000000004,0.5,0.222,"$5,620,138"
Trey Mullinax,75.0,54.94,2018,318.3,65.38,29.13,54.42,70.815,528,,3.0,0.07200000000000001,-0.07200000000000001,0.506,-0.442,-0.207,"$1,184,245"
Martin Flores,92.0,54.92,2018,300.0,66.34,29.36,54.89,71.458,215,,,-0.289,-0.5670000000000001,-0.09699999999999999,-0.083,-0.098,"$449,266"
Michael Kim,74.0,54.89,2018,289.9,60.63,28.54,56.05,71.66199999999999,675,1.0,1.0,0.259,-1.003,-1.023,-0.213,-0.027000000000000003,"$1,379,736"
Brandon Harkins,101.0,54.79,2018,303.1,65.67,28.86,55.88,70.721,528,,3.0,0.225,0.275,0.18100000000000002,-0.006,-0.124,"$1,148,115"
Zecheng Dou,53.0,54.76,2018,291.9,63.72,30.0,51.56,72.773,21,,,-0.667,-1.198,-0.079,-0.265,-0.187,"$90,993"
Tom Lovelady,87.0,54.73,2018,315.9,67.08,29.56,52.08,71.252,332,,2.0,-0.049,-0.19,0.379,-0.24,-0.27899999999999997,"$700,783"
Daniel Summerhays,51.0,54.69,2018,287.1,56.79,27.82,54.86,73.17699999999999,89,,1.0,0.736,-2.105,-0.977,-1.5859999999999999,-0.27699999999999997,"$234,510"
Luke List,98.0,54.66,2018,314.6,68.36,29.45,58.41,70.229,"1,080",,5.0,-0.467,0.87,0.795,0.19399999999999998,0.349,"$2,710,736"
Robert Streb,78.0,54.11,2018,292.6,64.94,29.51,52.89,71.905,155,,1.0,-0.081,-0.581,-0.68,0.096,0.084,"$411,606"
Andrew Yun,51.0,53.58,2018,290.6,61.85,30.2,44.01,73.624,16,,,-0.6,-1.936,-0.457,-0.447,-0.43200000000000005,"$41,566"
Jimmy Walker,81.0,53.49,2018,299.0,61.9,28.34,59.09,70.786,719,,4.0,0.324,0.35700000000000004,-0.43700000000000006,0.304,0.166,"$2,027,312"
Aaron Baddeley,84.0,53.27,2018,295.3,63.39,28.85,61.09,70.85,342,,1.0,-0.057,0.309,-0.345,0.11699999999999999,0.595,"$725,928"
Derek Fathauer,84.0,53.27,2018,289.1,60.35,28.46,54.99,71.827,316,,1.0,0.363,-0.807,-0.757,-0.365,-0.048,"$708,712"
Peter Uihlein,83.0,52.93,2018,302.2,67.88,29.41,57.87,70.578,593,,4.0,0.021,0.268,0.132,-0.04,0.156,"$1,797,715"
Phil Mickelson,90.0,52.91,2018,300.3,64.88,28.11,58.36,70.098,"1,546",1.0,6.0,0.51,0.9309999999999999,-0.225,0.555,0.091,"$4,595,187"
Kevin Tway,110.0,52.61,2018,310.1,66.88,29.15,56.77,70.8,577,,3.0,0.052000000000000005,0.32899999999999996,0.271,0.032,-0.026000000000000002,"$1,379,544"
Ollie Schniederjans,91.0,52.22,2018,301.4,62.77,28.44,56.95,70.641,573,,3.0,0.325,0.254,-0.41,0.09,0.25,"$1,303,610"
Cameron Tringale,67.0,51.99,2018,289.3,65.52,29.81,55.24,72.146,88,,,-0.10400000000000001,-1.0190000000000001,-1.351,0.348,0.08800000000000001,"$179,459"
Ricky Barnes,65.0,47.15,2018,290.6,63.75,28.25,57.4,71.663,164,,1.0,0.33799999999999997,-0.365,-1.0190000000000001,0.059000000000000004,0.257,"$340,591"
Ryan Armour,63.0,72.73,2017,278.8,69.96,29.88,58.31,70.965,222,,1.0,-0.028999999999999998,0.107,0.02,0.121,-0.005,"$443,006"
Boo Weekley,75.0,71.67,2017,289.9,68.65,30.29,56.31,71.476,173,,1.0,-0.9540000000000001,-0.32299999999999995,0.634,0.425,-0.429,"$416,929"
Brian Stuard,93.0,71.49,2017,272.3,63.59,28.92,57.99,71.72,285,,,-0.13699999999999998,-0.34299999999999997,-0.34,0.171,-0.16399999999999998,"$588,806"
Jim Furyk,54.0,70.75,2017,270.1,65.72,29.36,61.03,71.071,232,,1.0,0.187,-0.023,-0.491,0.49200000000000005,-0.036000000000000004,"$558,097"
Chez Reavie,98.0,70.53,2017,284.8,66.91,28.64,63.28,70.244,666,,3.0,0.41700000000000004,0.762,0.121,0.375,-0.073,"$1,819,207"
William McGirt,89.0,70.06,2017,284.8,67.23,29.61,57.08,71.15100000000001,499,,3.0,-0.025,-0.067,0.257,-0.193,-0.13699999999999998,"$1,225,005"
Francesco Molinari,75.0,69.8,2017,291.9,67.22,28.91,62.95,69.80199999999999,"1,010",,5.0,-0.08900000000000001,1.4180000000000001,0.483,0.8420000000000001,0.128,"$2,875,850"
Zac Blair,105.0,69.7,2017,272.7,64.7,28.87,65.5,71.007,364,,1.0,0.035,-0.044000000000000004,-0.155,-0.141,0.218,"$788,352"
Søren Kjeldsen,58.0,69.21,2017,273.6,62.02,29.0,51.64,71.39,283,,1.0,0.473,-0.182,-0.424,-0.09,-0.142,"$722,913"
Graeme McDowell,56.0,69.15,2017,279.0,62.55,28.2,58.52,70.62899999999999,331,,,0.563,0.5720000000000001,0.085,-0.036000000000000004,-0.111,"$639,770"
Jim Herman,77.0,69.02,2017,292.5,68.07,29.77,56.15,70.931,553,,2.0,-0.127,0.368,0.42200000000000004,0.14300000000000002,-0.07,"$1,205,632"
Ken Duke,77.0,68.62,2017,274.2,63.69,29.38,56.47,72.078,98,,,-0.452,-0.887,-0.179,-0.256,0.0,"$225,907"
Kyle Stanley,104.0,68.55,2017,296.5,70.39,29.63,58.35,69.98899999999999,"1,204",1.0,5.0,-0.309,0.951,0.659,0.562,0.038,"$3,402,106"
Vaughn Taylor,90.0,68.28,2017,282.4,66.67,29.0,60.52,71.044,369,,,0.139,0.106,-0.001,0.135,-0.168,"$797,385"
Steve Wheatcroft,51.0,68.24,2017,280.5,60.99,28.51,63.64,71.577,138,,1.0,0.479,-0.162,0.259,-0.953,0.054000000000000006,"$309,518"
Ben Crane,86.0,67.97,2017,278.5,65.68,29.13,59.02,71.09100000000001,281,,1.0,-0.155,-0.223,-0.15,-0.024,0.105,"$618,483"
Ryan Moore,82.0,67.9,2017,288.0,65.05,29.04,56.74,70.741,671,,2.0,-0.017,0.301,-0.006,0.498,-0.17300000000000001,"$1,751,851"
Spencer Levin,89.0,67.82,2017,279.0,65.56,29.38,61.1,71.516,201,,1.0,0.03,-0.4,-0.161,-0.195,-0.073,"$469,730"
Steven Alker,69.0,67.54,2017,276.9,65.17,29.14,59.75,71.638,121,,,-0.309,-0.41200000000000003,-0.289,-0.212,0.39799999999999996,"$218,681"
Chad Campbell,97.0,67.21,2017,285.6,69.07,29.51,64.63,70.509,616,,3.0,-0.28600000000000003,0.405,0.040999999999999995,0.506,0.14400000000000002,"$1,329,941"
Alex Cejka,85.0,67.19,2017,282.1,66.45,29.51,61.08,71.461,276,,1.0,-0.359,-0.452,-0.02,-0.2,0.127,"$618,171"
Russell Knox,75.0,67.09,2017,288.0,66.58,29.35,57.46,70.765,669,,4.0,-0.349,-0.14400000000000002,0.102,0.18100000000000002,-0.11900000000000001,"$1,643,924"
Kevin Kisner,105.0,67.0,2017,288.7,66.43,28.79,62.5,70.294,"1,612",1.0,7.0,0.38799999999999996,1.148,0.257,0.33399999999999996,0.065,"$4,766,936"
David Hearn,93.0,66.75,2017,281.0,64.71,29.07,61.85,71.107,359,,2.0,-0.052000000000000005,-0.096,-0.175,0.016,0.115,"$800,710"
Zach Johnson,81.0,66.54,2017,286.8,64.16,28.52,60.08,70.393,839,,4.0,0.41700000000000004,0.584,-0.005,-0.006999999999999999,0.226,"$2,362,968"
Keegan Bradley,104.0,66.23,2017,299.4,68.93,29.36,59.49,70.437,794,,5.0,-0.21600000000000003,0.629,0.625,0.139,0.004,"$1,940,478"
K.J. Choi,72.0,66.23,2017,282.2,63.05,28.97,60.36,71.618,143,,,0.17600000000000002,-0.264,-0.141,-0.511,0.213,"$292,716"
Roberto Castro,70.0,66.2,2017,280.2,63.89,29.5,60.14,71.808,164,,,-0.447,-0.479,-0.244,0.099,0.031,"$367,362"
Kevin Streelman,90.0,66.01,2017,294.0,66.67,29.47,60.04,70.873,541,,2.0,-0.281,0.16899999999999998,0.292,0.19699999999999998,-0.038,"$1,313,327"
Richy Werenski,81.0,65.92,2017,291.2,67.42,29.31,60.6,71.171,423,,3.0,0.0,-0.223,0.203,-0.12300000000000001,-0.303,"$890,262"
D.A. Points,68.0,65.83,2017,278.1,66.83,29.56,55.67,71.315,435,1.0,1.0,-0.478,-0.406,-0.436,0.42100000000000004,0.087,"$893,700"
Chris Stroud,67.0,65.7,2017,286.8,66.2,29.03,59.33,70.815,627,1.0,3.0,-0.126,0.013000000000000001,-0.094,0.17300000000000001,0.06,"$1,308,445"
Tim Wilkinson,64.0,65.68,2017,279.5,63.98,28.67,62.77,70.95,233,,,0.009000000000000001,-0.053,-0.289,-0.31,0.5379999999999999,"$411,459"
Webb Simpson,102.0,65.51,2017,286.2,65.26,28.52,65.15,70.018,"1,058",,4.0,0.049,0.945,-0.036000000000000004,0.503,0.426,"$3,209,646"
Brian Gay,82.0,65.47,2017,278.7,63.53,28.32,62.3,70.585,426,,3.0,0.451,0.282,-0.41700000000000004,-0.006,0.254,"$942,372"
Matt Kuchar,95.0,65.36,2017,285.1,66.6,28.7,65.78,69.806,"1,260",,6.0,0.332,1.1059999999999999,0.158,0.253,0.43,"$4,282,489"
Lucas Glover,93.0,65.31,2017,298.1,70.08,29.52,60.13,70.139,706,,4.0,-0.026000000000000002,0.9329999999999999,0.502,0.301,0.14,"$1,955,822"
Emiliano Grillo,90.0,65.29,2017,293.0,67.06,29.28,56.55,70.798,518,,2.0,-0.17300000000000001,0.455,0.368,0.281,-0.11599999999999999,"$1,567,015"
Kyle Reifers,96.0,65.15,2017,286.1,65.97,29.73,58.44,71.587,241,,,-0.276,-0.418,-0.023,-0.337,0.218,"$454,570"
J.J. Spaun,92.0,65.11,2017,291.5,67.12,29.35,59.14,70.999,510,,3.0,-0.027000000000000003,-0.07200000000000001,0.316,-0.122,-0.24,"$1,122,611"
Rory Sabbatini,71.0,64.91,2017,291.6,67.35,29.34,58.38,70.883,375,,1.0,-0.35700000000000004,0.125,0.308,0.146,0.027999999999999997,"$741,617"
Shane Lowry,52.0,64.86,2017,295.1,67.53,29.53,55.51,70.667,361,,1.0,0.479,1.088,0.5820000000000001,0.231,-0.27699999999999997,"$831,411"
Martin Laird,83.0,64.82,2017,296.1,65.61,28.92,60.94,70.45,676,,5.0,0.253,0.8109999999999999,0.235,0.139,0.203,"$1,759,706"
Rick Lamb,54.0,64.81,2017,298.0,66.89,29.44,54.03,71.97800000000001,269,,1.0,-0.254,-0.8240000000000001,0.6859999999999999,-0.578,-0.6779999999999999,"$524,372"
Sam Saunders,76.0,64.69,2017,293.6,65.24,28.63,58.45,70.921,354,,2.0,0.138,0.071,0.348,-0.136,-0.28,"$678,117"
Brett Stegmaier,78.0,64.66,2017,288.7,66.74,29.97,50.11,72.115,131,,,-0.514,-1.265,-0.141,-0.11699999999999999,-0.493,"$271,031"
John Huh,92.0,64.09,2017,287.1,65.78,29.0,63.65,70.851,382,,2.0,0.124,0.099,-0.049,-0.02,0.043,"$767,575"
Chris Kirk,89.0,63.93,2017,287.0,66.73,29.18,54.73,71.255,467,,3.0,-0.07400000000000001,-0.228,-0.315,0.10099999999999999,0.059000000000000004,"$1,216,047"
Scott Brown,95.0,63.89,2017,289.0,64.35,28.69,59.08,70.932,646,,2.0,0.276,-0.068,0.14300000000000002,-0.225,-0.262,"$1,748,324"
Graham DeLaet,82.0,63.68,2017,301.1,68.57,29.41,56.51,70.376,640,,6.0,0.29100000000000004,0.768,0.486,0.42700000000000005,-0.436,"$1,603,666"
C.T. Pan,88.0,63.68,2017,287.1,67.53,29.74,60.29,71.109,527,,3.0,-0.013000000000000001,-0.084,0.052000000000000005,-0.092,-0.034,"$1,267,649"
Jason Bohn,75.0,63.67,2017,275.9,63.15,29.39,57.11,72.133,73,,,-0.133,-1.141,-0.685,-0.24600000000000002,-0.076,"$165,910"
Ben Martin,86.0,63.67,2017,291.7,66.6,29.25,58.53,70.954,378,,2.0,-0.044000000000000004,0.163,0.138,0.297,-0.22699999999999998,"$850,319"
Miguel Angel Carballo,63.0,63.61,2017,288.1,64.91,29.6,54.72,72.363,81,,,-0.32,-1.358,0.139,-1.035,-0.142,"$186,623"
Paul Casey,94.0,63.46,2017,297.0,69.96,29.02,64.52,69.469,"1,135",,6.0,0.133,1.537,0.349,0.9390000000000001,0.122,"$3,906,974"
Hunter Mahan,73.0,63.4,2017,294.5,64.55,29.58,58.06,71.811,130,,,0.268,-0.568,0.376,-0.8859999999999999,-0.326,"$277,235"
Julián Etulain,68.0,63.34,2017,293.5,66.75,29.13,58.62,71.33800000000001,220,,1.0,0.078,-0.307,-0.035,-0.292,-0.057999999999999996,"$448,214"
Jason Dufner,89.0,63.3,2017,294.5,67.15,29.21,57.72,70.259,"1,126",1.0,2.0,-0.001,0.7340000000000001,0.268,0.519,-0.133,"$3,310,341"
Rickie Fowler,78.0,63.29,2017,300.5,66.98,28.32,62.85,69.083,"1,832",1.0,9.0,0.852,1.875,0.37799999999999995,0.408,0.349,"$6,083,197"
Johnson Wagner,71.0,63.18,2017,288.1,66.93,29.54,55.73,71.429,321,,2.0,0.12,-0.336,-0.081,-0.08800000000000001,-0.287,"$685,306"
James Hahn,96.0,63.14,2017,293.9,66.09,29.36,60.58,70.925,711,,4.0,0.036000000000000004,0.26,0.177,0.016,0.03,"$1,841,314"
Peter Malnati,91.0,63.1,2017,282.3,62.48,28.4,61.5,71.399,182,,,0.451,-0.184,-0.262,-0.563,0.19,"$358,541"
Adam Hadwin,98.0,62.85,2017,290.7,64.89,28.43,63.47,70.583,"1,347",1.0,5.0,0.409,0.64,0.003,0.183,-0.044000000000000004,"$3,455,012"
Russell Henley,99.0,62.79,2017,297.6,67.32,28.99,57.22,70.027,"1,129",1.0,4.0,0.434,0.917,0.31,0.196,0.0,"$3,413,876"
Danny Lee,93.0,62.72,2017,291.1,66.1,28.81,55.43,70.86,697,,4.0,0.247,0.325,0.037000000000000005,0.304,-0.263,"$1,611,331"
Daniel Summerhays,100.0,62.69,2017,286.9,63.02,28.97,56.76,71.197,348,,1.0,0.11,0.146,-0.05,-0.062,0.051,"$826,124"
Jonathan Randolph,68.0,62.67,2017,287.2,62.71,28.9,56.82,71.642,221,,1.0,-0.076,-0.506,0.03,-0.221,-0.149,"$511,032"
Geoff Ogilvy,80.0,62.59,2017,286.5,65.51,29.29,60.85,71.056,390,,1.0,0.043,-0.152,-0.064,-0.327,0.196,"$867,249"
J.J. Henry,92.0,62.58,2017,294.1,69.44,30.42,56.66,71.164,365,,2.0,-0.43,-0.172,0.20800000000000002,0.05,0.0,"$734,874"
Ian Poulter,72.0,62.55,2017,283.5,64.46,28.44,67.36,70.045,760,,2.0,0.025,0.9359999999999999,-0.162,0.573,0.501,"$2,098,346"
Brendan Steele,89.0,62.28,2017,299.9,67.29,29.4,60.51,70.503,"1,226",1.0,4.0,-0.013000000000000001,0.77,0.387,0.41100000000000003,0.09,"$2,907,095"
David Lingmerth,79.0,62.12,2017,289.8,62.83,28.15,58.53,70.755,437,,1.0,0.484,0.373,-0.032,0.054000000000000006,-0.031,"$1,070,754"
Brian Harman,104.0,62.07,2017,289.6,63.19,28.3,62.74,70.402,"1,557",1.0,7.0,0.6,0.581,0.015,-0.198,0.32899999999999996,"$4,396,470"
Brandt Snedeker,53.0,61.98,2017,280.8,66.06,28.5,64.06,70.055,663,,4.0,0.5720000000000001,0.862,-0.311,0.503,0.314,"$1,625,806"
Fabián Gómez,61.0,61.81,2017,285.1,64.69,29.15,58.67,71.61,168,,,-0.006,-0.40700000000000003,0.022000000000000002,-0.429,0.006,"$332,352"
Michael Thompson,60.0,61.72,2017,284.8,63.69,28.88,58.74,71.207,278,,1.0,0.84,-0.17300000000000001,-0.431,-0.373,-0.20800000000000002,"$568,991"
Nick Taylor,97.0,61.66,2017,291.6,66.14,29.38,61.83,70.817,532,,4.0,-0.191,0.151,0.168,0.053,0.121,"$1,255,259"
Blayne Barber,77.0,61.62,2017,291.2,67.61,29.08,55.8,71.163,381,,1.0,0.402,0.013000000000000001,0.040999999999999995,-0.12300000000000001,-0.306,"$823,082"
Patrick Cantlay,52.0,61.47,2017,298.9,69.21,29.19,60.15,69.971,578,,2.0,0.159,1.2690000000000001,0.623,0.467,0.021,"$2,049,632"
Pat Perez,93.0,61.46,2017,290.6,66.04,28.66,63.38,70.25,"1,461",1.0,5.0,0.34600000000000003,0.877,-0.147,0.222,0.44,"$4,361,400"
Sergio Garcia,65.0,61.08,2017,300.9,69.73,29.38,61.39,69.596,"1,085",1.0,2.0,-0.311,0.941,0.795,0.37799999999999995,0.182,"$3,522,476"
Ryan Blaum,100.0,60.94,2017,284.1,65.28,28.82,60.0,70.866,434,,2.0,0.33399999999999996,0.047,-0.198,-0.032,-0.057,"$962,768"
Rod Pampling,71.0,60.83,2017,287.8,64.01,29.97,52.83,71.861,630,1.0,1.0,-0.518,-0.677,-0.11,-0.231,0.183,"$1,539,422"
Troy Merritt,82.0,60.79,2017,289.8,64.71,28.88,58.51,71.398,265,,1.0,-0.017,-0.146,-0.11800000000000001,-0.018000000000000002,-0.009000000000000001,"$569,682"
Brett Drewitt,57.0,60.73,2017,286.4,64.78,29.36,59.23,72.13,95,,,-0.457,-1.035,-0.209,-0.314,-0.054000000000000006,"$184,388"
Billy Hurley III,80.0,60.57,2017,276.9,63.61,28.76,58.78,71.176,333,,1.0,0.374,0.11,-0.812,0.43200000000000005,0.11699999999999999,"$719,579"
Shawn Stefani,72.0,60.53,2017,294.0,67.48,29.28,59.55,70.983,188,,1.0,-0.057,-0.043,0.01,-0.11900000000000001,0.122,"$404,377"
Kevin Na,86.0,60.46,2017,283.6,65.46,28.79,62.06,70.399,584,,4.0,0.265,0.755,-0.406,0.631,0.28800000000000003,"$1,728,351"
Mark Hubbard,81.0,60.41,2017,282.7,65.39,29.5,58.57,71.87100000000001,124,,,-0.2,-0.7020000000000001,-0.539,0.10099999999999999,-0.064,"$267,968"
Morgan Hoffmann,92.0,60.39,2017,293.9,63.57,28.81,60.14,71.107,565,,1.0,0.078,-0.06,0.165,-0.419,0.115,"$1,278,568"
Rafa Cabrera Bello,63.0,60.33,2017,291.0,62.6,28.8,60.74,70.693,615,,4.0,0.473,0.10099999999999999,-0.223,-0.171,0.068,"$1,934,675"
Hudson Swafford,94.0,60.27,2017,305.1,68.21,29.49,55.53,70.618,921,1.0,4.0,-0.005,0.314,0.45399999999999996,0.20199999999999999,-0.337,"$2,246,090"
Cameron Percy,71.0,60.18,2017,292.5,69.91,29.78,60.23,71.03,291,,1.0,-0.205,-0.08199999999999999,-0.019,0.266,-0.12300000000000001,"$623,694"
Jonas Blixt,74.0,60.1,2017,288.8,61.51,28.16,58.56,71.283,578,1.0,1.0,0.536,-0.341,-0.3,-0.614,0.037000000000000005,"$1,408,288"
Kelly Kraft,75.0,60.06,2017,291.9,63.15,29.32,53.5,71.491,672,,3.0,-0.157,-0.6809999999999999,-0.205,0.159,-0.479,"$1,638,045"
Daniel Berger,91.0,60.02,2017,296.5,66.93,28.73,62.8,70.12100000000001,"1,623",1.0,6.0,0.149,1.032,0.282,0.57,-0.09,"$4,287,161"
Louis Oosthuizen,69.0,59.98,2017,295.2,65.13,28.91,62.91,70.22,956,,3.0,0.53,1.179,0.301,0.215,0.18899999999999997,"$3,105,422"
Mark Anderson,54.0,59.97,2017,283.8,65.6,29.13,61.18,71.5,98,,1.0,-0.016,-0.325,-0.149,-0.24100000000000002,0.08199999999999999,"$188,806"
Sean O'Hair,84.0,59.91,2017,297.2,66.19,29.06,57.52,70.801,707,,5.0,0.107,0.42200000000000004,0.252,0.11800000000000001,-0.10099999999999999,"$1,873,856"
Bud Cauley,92.0,59.83,2017,296.0,67.38,29.24,59.21,70.432,666,,5.0,-0.273,0.561,0.264,0.588,-0.05,"$1,553,685"
Anirban Lahiri,72.0,59.82,2017,297.0,63.43,28.6,55.06,70.79899999999999,667,,2.0,-0.336,-0.18600000000000003,0.23399999999999999,-0.14300000000000002,0.059000000000000004,"$1,944,289"
Greg Chalmers,75.0,59.8,2017,278.0,59.86,28.17,59.26,71.758,156,,,0.316,-0.5329999999999999,-0.496,-0.529,0.175,"$344,631"
Billy Horschel,88.0,59.8,2017,299.5,68.19,29.86,54.47,70.832,"1,068",1.0,4.0,0.084,0.138,0.22399999999999998,0.02,-0.324,"$2,697,960"
Tyrone Van Aswegen,105.0,59.79,2017,287.2,66.38,29.36,58.94,71.181,407,,1.0,-0.32,-0.217,-0.067,0.084,0.085,"$806,410"
Michael Kim,94.0,59.71,2017,289.6,65.68,28.96,58.81,70.707,483,,1.0,0.22899999999999998,0.247,-0.247,0.158,0.106,"$1,018,204"
Sung Kang,104.0,59.65,2017,296.4,66.07,29.08,56.98,70.49600000000001,798,,3.0,0.154,0.478,0.255,0.251,-0.182,"$1,943,309"
Mackenzie Hughes,106.0,59.63,2017,294.3,64.74,29.07,58.64,71.044,974,1.0,2.0,0.49200000000000005,0.172,0.021,-0.40399999999999997,0.063,"$2,355,553"
Harold Varner III,101.0,59.61,2017,302.4,67.68,29.69,56.94,70.96600000000001,375,,1.0,-0.402,0.109,0.262,0.33,-0.081,"$918,779"
Bubba Watson,71.0,59.58,2017,305.6,63.02,29.28,55.67,71.175,397,,3.0,-0.187,0.11599999999999999,0.647,-0.175,-0.201,"$1,223,129"
Robert Garrigus,78.0,59.52,2017,300.7,69.52,29.46,54.94,70.712,448,,3.0,-0.456,0.253,0.42200000000000004,0.47700000000000004,-0.19,"$880,905"
Jordan Spieth,85.0,59.48,2017,295.0,69.97,28.34,61.75,68.846,"2,671",3.0,8.0,0.278,1.9880000000000002,0.321,0.8959999999999999,0.429,"$9,433,033"
Scott Piercy,70.0,59.32,2017,295.1,66.84,29.38,50.0,71.235,532,,4.0,-0.526,-0.214,0.19,0.311,-0.25,"$1,317,452"
Chad Collins,66.0,59.31,2017,281.4,60.93,28.47,63.07,71.77,305,,2.0,0.079,-0.45399999999999996,-0.573,-0.254,0.294,"$693,743"
Jason Kokrak,95.0,59.26,2017,305.7,66.97,29.99,54.9,70.961,490,,1.0,-0.405,0.073,0.607,0.077,-0.226,"$1,173,708"
J.T. Poston,95.0,59.24,2017,294.8,65.69,28.79,59.62,70.982,340,,1.0,-0.11699999999999999,0.079,0.156,0.053,-0.062,"$662,565"
Gary Woodland,94.0,58.9,2017,306.9,69.35,29.76,58.21,70.482,"1,052",,5.0,-0.381,0.6920000000000001,0.431,0.5710000000000001,0.039,"$2,980,225"
Jon Rahm,90.0,58.61,2017,305.8,68.79,28.81,63.74,69.561,"1,754",1.0,7.0,0.256,1.871,0.9490000000000001,0.515,0.057,"$6,123,248"
Justin Rose,66.0,58.48,2017,300.4,68.19,29.15,59.44,69.699,996,,4.0,-0.063,1.268,0.5589999999999999,0.363,0.373,"$4,245,308"
Brian Campbell,55.0,58.2,2017,296.0,63.29,28.63,56.68,71.92399999999999,132,,,0.385,-0.428,0.063,-0.75,-0.126,"$237,537"
Branden Grace,70.0,58.19,2017,290.6,66.2,29.36,61.28,70.862,510,,2.0,-0.248,0.28300000000000003,0.18,0.17300000000000001,0.165,"$1,315,054"
Tag Ridings,67.0,58.18,2017,301.6,65.91,29.19,57.73,71.176,237,,1.0,0.203,0.03,0.295,-0.35600000000000004,-0.111,"$489,927"
Cameron Tringale,89.0,58.15,2017,280.9,64.39,28.9,58.83,71.343,337,,3.0,0.125,-0.14,-0.75,0.08900000000000001,0.396,"$792,814"
Bill Haas,92.0,58.05,2017,292.3,67.28,29.09,63.1,70.01100000000001,946,,3.0,0.055,0.763,-0.047,0.39899999999999997,0.516,"$2,842,173"
Bryson DeChambeau,91.0,58.04,2017,299.1,65.77,29.15,57.65,70.866,836,1.0,2.0,-0.193,0.243,0.42,-0.02,-0.016,"$1,817,054"
Wesley Bryan,95.0,57.89,2017,279.6,60.92,28.12,61.5,71.062,"1,046",1.0,5.0,0.34,0.16699999999999998,-0.899,0.42100000000000004,0.141,"$2,495,751"
Retief Goosen,52.0,57.79,2017,291.8,63.89,29.09,60.2,71.425,205,,1.0,-0.425,-0.39,-0.001,0.009000000000000001,0.027000000000000003,"$414,363"
Charley Hoffman,112.0,57.72,2017,298.3,66.13,29.0,56.78,70.351,"1,498",,7.0,-0.012,0.78,0.586,0.349,-0.031,"$4,161,008"
Xander Schauffele,96.0,57.68,2017,306.3,67.74,29.1,56.95,70.163,988,1.0,3.0,0.402,0.7240000000000001,0.5539999999999999,0.011000000000000001,-0.086,"$4,312,674"
Marc Leishman,94.0,57.64,2017,298.1,67.38,28.77,60.99,69.468,"1,324",1.0,5.0,0.35600000000000004,1.4240000000000002,0.319,0.41,0.337,"$5,866,391"
Kevin Chappell,95.0,57.61,2017,304.7,65.05,29.35,56.56,70.779,"1,015",1.0,4.0,-0.303,0.45899999999999996,0.442,0.294,0.106,"$3,149,615"
Hideki Matsuyama,83.0,57.61,2017,302.9,69.14,28.96,61.25,69.624,"2,869",3.0,7.0,-0.345,1.058,0.508,0.758,0.34600000000000003,"$8,380,570"
Bryce Molder,74.0,57.6,2017,277.0,61.79,28.66,59.14,71.817,109,,,0.38299999999999995,-0.846,-1.0979999999999999,-0.431,0.301,"$216,892"
Robert Streb,98.0,57.58,2017,294.3,65.19,29.13,58.91,70.7,577,,2.0,0.003,0.078,-0.159,-0.07200000000000001,0.305,"$1,588,287"
Tony Finau,106.0,57.53,2017,309.2,68.96,29.26,59.38,69.987,"1,024",,6.0,-0.133,1.147,0.826,0.39,0.065,"$2,838,629"
